-3.491275310516357422e-01,6.053720855712890625e+01,-4.173423945903778076e-01
-3.688784837722778320e-01,6.192368698120117188e+01,-4.108130931854248047e-01
-8.120582103729248047e-01,6.317795562744140625e+01,-3.812095820903778076e-01
-1.365674614906311035e+00,6.373528289794921875e+01,-2.649178206920623779e-01
-3.445745706558227539e+00,6.416300964355468750e+01,-2.566591799259185791e-01
-4.619732856750488281e+00,6.433682250976562500e+01,-2.751163542270660400e-01
-7.052226066589355469e+00,6.436555480957031250e+01,-2.960793673992156982e-01
-8.603384017944335938e+00,6.436627197265625000e+01,-3.049057424068450928e-01
-9.798861503601074219e+00,6.425827026367187500e+01,-2.831825911998748779e-01
-1.245051097869873047e+01,6.405553436279296875e+01,-3.100046813488006592e-01
-1.335690021514892578e+01,6.408009338378906250e+01,-3.005593717098236084e-01
-1.683588218688964844e+01,6.373938369750976562e+01,-3.221777975559234619e-01
-1.729685211181640625e+01,6.378284072875976562e+01,-3.531113564968109131e-01
-2.102521324157714844e+01,6.402981567382812500e+01,-3.870392739772796631e-01
-2.282489776611328125e+01,6.406121063232421875e+01,-4.030124545097351074e-01
-2.569993209838867188e+01,6.418694305419921875e+01,-4.198629558086395264e-01
-2.705006217956542969e+01,6.413497924804687500e+01,-4.208975136280059814e-01
-2.831891441345214844e+01,6.414331054687500000e+01,-4.127446115016937256e-01
-3.074782752990722656e+01,6.406118011474609375e+01,-4.153231084346771240e-01
-3.276731109619140625e+01,6.398739624023437500e+01,-4.348094165325164795e-01
-3.434489440917968750e+01,6.385184097290039062e+01,-4.536557793617248535e-01
-3.683744430541992188e+01,6.360230636596679688e+01,-4.642135798931121826e-01
-3.794100952148437500e+01,6.340348434448242188e+01,-4.485478401184082031e-01
-3.832019424438476562e+01,6.271044921875000000e+01,-4.354269802570343018e-01
-3.857348251342773438e+01,6.111058807373046875e+01,-4.363749027252197266e-01
-3.851559448242187500e+01,5.916071701049804688e+01,-4.376889765262603760e-01
-3.861024093627929688e+01,5.722807312011718750e+01,-4.587514698505401611e-01
-3.868551635742187500e+01,5.517647171020507812e+01,-4.856172800064086914e-01
-3.877112579345703125e+01,5.329928970336914062e+01,-4.884338974952697754e-01
-3.880210876464843750e+01,5.127501296997070312e+01,-4.777227342128753662e-01
-3.872105407714843750e+01,4.930725479125976562e+01,-4.757615029811859131e-01
-3.869613265991210938e+01,4.752735519409179688e+01,-4.874728024005889893e-01
-3.882011032104492188e+01,4.538581085205078125e+01,-4.925080835819244385e-01
-3.881344604492187500e+01,4.388072967529296875e+01,-4.805256724357604980e-01
-3.875130844116210938e+01,4.158740997314453125e+01,-4.857937097549438477e-01
-3.869170379638671875e+01,3.941687011718750000e+01,-5.095219016075134277e-01
-3.874463272094726562e+01,3.739940261840820312e+01,-5.172545313835144043e-01
-3.890748977661132812e+01,3.515895462036132812e+01,-5.124455094337463379e-01
-3.894717407226562500e+01,3.321533584594726562e+01,-5.270506143569946289e-01
-3.887821960449218750e+01,3.110963821411132812e+01,-5.469062924385070801e-01
-3.864091873168945312e+01,2.899447822570800781e+01,-5.602551698684692383e-01
-3.881159210205078125e+01,2.673259353637695312e+01,-5.761533975601196289e-01
-3.884503555297851562e+01,2.457817840576171875e+01,-5.839662551879882812e-01
-3.879595184326171875e+01,2.283024787902832031e+01,-5.887330770492553711e-01
-3.886395645141601562e+01,2.065830993652343750e+01,-5.892921686172485352e-01
-3.891389083862304688e+01,1.868945693969726562e+01,-5.892915725708007812e-01
-3.891337203979492188e+01,1.682723808288574219e+01,-5.812461376190185547e-01
-3.889277648925781250e+01,1.470447921752929688e+01,-5.794100165367126465e-01
-3.893108367919921875e+01,1.292973613739013672e+01,-5.796772837638854980e-01
-3.886268234252929688e+01,1.077704715728759766e+01,-5.859071016311645508e-01
-3.877273559570312500e+01,8.793107032775878906e+00,-5.948902368545532227e-01
-3.860669708251953125e+01,6.969202518463134766e+00,-5.984957218170166016e-01
-3.874256515502929688e+01,5.148276329040527344e+00,-6.073820590972900391e-01
-3.878296661376953125e+01,3.600616216659545898e+00,-6.057193279266357422e-01
-3.816177368164062500e+01,2.052580833435058594e+00,-5.814113020896911621e-01
-3.695568084716796875e+01,1.115794301033020020e+00,-5.359543561935424805e-01
-3.548904800415039062e+01,6.021677851676940918e-01,-5.245761275291442871e-01